Unnamed: 0,trajectory_id,htpmd_version,s3_bucket,s3_prefix,conductivity,li_diffusivity,tfsi_diffusivity,poly_diffusivity,mol_smiles,poly_smiles,transference_number,molarity
6726,6761,0.1.4,htp-md-stage,trajectories/0623/poly_9_nion_50_conc_1.5_dummy_1200/9-0-413612608-0,1.70E-05,5.06E-09,1.03E-08,5.80E-09,CC(CCN(C)C(=O)C(C)N[Cu])OC(=O)[Au],CNC(C)C(=O)N(C)CCC(C)OC(=O)NC(C)C(=O)N(C)CCC(C)OC(=O)NC(C)C(=O)N(C)CCC(C)OC(=O)NC(C)C(=O)N(C)CCC(C)OC(=O)NC(C)C(=O)N(C)CCC(C)OC(=O)NC(C)C(=O)N(C)CCC(C)OC(=O)NC(C)C(=O)N(C)CCC(C)OC(=O)NC(C)C(=O)N(C)CCC(C)OC(=O)NC(C)C(=O)N(C)CCC(C)OC(=O)NC(C)C(=O)N(C)CCC(C)OC(=O)NC(C)C(=O)N(C)CCC(C)OC(=O)NC(C)C(=O)N(C)CCC(C)OC(=O)NC(C)C(=O)N(C)CCC(C)OC(=O)NC(C)C(=O)N(C)CCC(C)OC(=O)NC(C)C(=O)N(C)CCC(C)OC(=O)NC(C)C(=O)N(C)CCC(C)OC(=O)NC(C)C(=O)N(C)CCC(C)OC(C)=O,0.101283306,1.455978773
5492,5527,0.1.4,htp-md-stage,trajectories/0623/poly_9_nion_50_conc_1.5_dummy_1200/9-0-246367339-0,1.70E-05,1.22E-08,2.45E-08,1.27E-08,CON(CC(COC(=O)[Au])O[Cu])CC(C)(C)C,COC(COC(=O)OC(COC(=O)OC(COC(=O)OC(COC(=O)OC(COC(=O)OC(COC(=O)OC(COC(=O)OC(COC(=O)OC(COC(=O)OC(COC(=O)OC(COC(=O)OC(COC(=O)OC(COC(=O)OC(COC(=O)OC(COC(=O)OC(COC(=O)OC(COC(=O)OC(COC(=O)OC(COC(=O)OC(COC(=O)OC(COC(=O)OC(COC(=O)OC(COC(=O)OC(COC(=O)OC(COC(=O)OC(COC(=O)OC(COC(=O)OC(COC(=O)OC(COC(=O)OC(COC(=O)OC(COC(C)=O)CN(CC(C)(C)C)OC)CN(CC(C)(C)C)OC)CN(CC(C)(C)C)OC)CN(CC(C)(C)C)OC)CN(CC(C)(C)C)OC)CN(CC(C)(C)C)OC)CN(CC(C)(C)C)OC)CN(CC(C)(C)C)OC)CN(CC(C)(C)C)OC)CN(CC(C)(C)C)OC)CN(CC(C)(C)C)OC)CN(CC(C)(C)C)OC)CN(CC(C)(C)C)OC)CN(CC(C)(C)C)OC)CN(CC(C)(C)C)OC)CN(CC(C)(C)C)OC)CN(CC(C)(C)C)OC)CN(CC(C)(C)C)OC)CN(CC(C)(C)C)OC)CN(CC(C)(C)C)OC)CN(CC(C)(C)C)OC)CN(CC(C)(C)C)OC)CN(CC(C)(C)C)OC)CN(CC(C)(C)C)OC)CN(CC(C)(C)C)OC)CN(CC(C)(C)C)OC)CN(CC(C)(C)C)OC)CN(CC(C)(C)C)OC)CN(CC(C)(C)C)OC)CN(CC(C)(C)C)OC)CN(CC(C)(C)C)OC,-0.740067356,1.478134328
5342,5377,0.1.4,htp-md-stage,trajectories/0623/poly_9_nion_50_conc_1.5_dummy_1200/9-0-246311391-0,1.69E-05,1.29E-08,3.36E-08,1.51E-08,CCC(CC)CNC(CO[Cu])C(C)OC(=O)[Au],CCC(CC)CNC(COC(=O)OC(C)C(COC(=O)OC(C)C(COC(=O)OC(C)C(COC(=O)OC(C)C(COC(=O)OC(C)C(COC(=O)OC(C)C(COC(=O)OC(C)C(COC(=O)OC(C)C(COC(=O)OC(C)C(COC(=O)OC(C)C(COC(=O)OC(C)C(COC(=O)OC(C)C(COC(=O)OC(C)C(COC(=O)OC(C)C(COC(=O)OC(C)C(COC(=O)OC(C)C(COC(=O)OC(C)C(COC(=O)OC(C)C(COC(=O)OC(C)C(COC(=O)OC(C)C(COC(=O)OC(C)C(COC(=O)OC(C)C(COC(=O)OC(C)C(COC(=O)OC(C)C(COC(=O)OC(C)C(COC)NCC(CC)CC)NCC(CC)CC)NCC(CC)CC)NCC(CC)CC)NCC(CC)CC)NCC(CC)CC)NCC(CC)CC)NCC(CC)CC)NCC(CC)CC)NCC(CC)CC)NCC(CC)CC)NCC(CC)CC)NCC(CC)CC)NCC(CC)CC)NCC(CC)CC)NCC(CC)CC)NCC(CC)CC)NCC(CC)CC)NCC(CC)CC)NCC(CC)CC)NCC(CC)CC)NCC(CC)CC)NCC(CC)CC)NCC(CC)CC)NCC(CC)CC)C(C)OC(C)=O,-0.429273414,1.480773869
8259,8294,0.1.4,htp-md-stage,trajectories/0623/poly_9_nion_50_conc_1.5_rerun_failed/9-0-413642746-0,1.69E-05,1.39E-08,1.80E-08,1.46E-08,CC(COC(=O)C(C)(C)CO[Cu])OC(=O)[Au],COCC(C)(C)C(=O)OCC(C)OC(=O)OCC(C)(C)C(=O)OCC(C)OC(=O)OCC(C)(C)C(=O)OCC(C)OC(=O)OCC(C)(C)C(=O)OCC(C)OC(=O)OCC(C)(C)C(=O)OCC(C)OC(=O)OCC(C)(C)C(=O)OCC(C)OC(=O)OCC(C)(C)C(=O)OCC(C)OC(=O)OCC(C)(C)C(=O)OCC(C)OC(=O)OCC(C)(C)C(=O)OCC(C)OC(=O)OCC(C)(C)C(=O)OCC(C)OC(=O)OCC(C)(C)C(=O)OCC(C)OC(=O)OCC(C)(C)C(=O)OCC(C)OC(=O)OCC(C)(C)C(=O)OCC(C)OC(=O)OCC(C)(C)C(=O)OCC(C)OC(=O)OCC(C)(C)C(=O)OCC(C)OC(=O)OCC(C)(C)C(=O)OCC(C)OC(=O)OCC(C)(C)C(=O)OCC(C)OC(C)=O,-0.026686952,1.441931126
6076,6111,0.1.4,htp-md-stage,trajectories/0623/poly_9_nion_50_conc_1.5_dummy_1200/9-0-413592278-0,1.69E-05,1.41E-08,1.88E-08,1.77E-08,CCCOC(=O)C(C)(CO[Cu])COC(=O)[Au],CCCOC(=O)C(C)(COC)COC(=O)OCC(C)(COC(=O)OCC(C)(COC(=O)OCC(C)(COC(=O)OCC(C)(COC(=O)OCC(C)(COC(=O)OCC(C)(COC(=O)OCC(C)(COC(=O)OCC(C)(COC(=O)OCC(C)(COC(=O)OCC(C)(COC(=O)OCC(C)(COC(=O)OCC(C)(COC(=O)OCC(C)(COC(=O)OCC(C)(COC(=O)OCC(C)(COC(=O)OCC(C)(COC(=O)OCC(C)(COC(=O)OCC(C)(COC(=O)OCC(C)(COC(=O)OCC(C)(COC(=O)OCC(C)(COC(=O)OCC(C)(COC(=O)OCC(C)(COC(=O)OCC(C)(COC(=O)OCC(C)(COC(C)=O)C(=O)OCCC)C(=O)OCCC)C(=O)OCCC)C(=O)OCCC)C(=O)OCCC)C(=O)OCCC)C(=O)OCCC)C(=O)OCCC)C(=O)OCCC)C(=O)OCCC)C(=O)OCCC)C(=O)OCCC)C(=O)OCCC)C(=O)OCCC)C(=O)OCCC)C(=O)OCCC)C(=O)OCCC)C(=O)OCCC)C(=O)OCCC)C(=O)OCCC)C(=O)OCCC)C(=O)OCCC)C(=O)OCCC)C(=O)OCCC)C(=O)OCCC,-0.709106479,1.350913874
4543,4578,0.1.4,htp-md-stage,trajectories/0623/poly_9_nion_50_conc_1.5_dummy_1200/9-0-1132301217-0,1.69E-05,8.14E-09,1.05E-08,9.04E-09,CSCCC(C)(CNC(=O)[Au])O[Cu],COC(C)(CCSC)CNC(=O)OC(C)(CCSC)CNC(=O)OC(C)(CCSC)CNC(=O)OC(C)(CCSC)CNC(=O)OC(C)(CCSC)CNC(=O)OC(C)(CCSC)CNC(=O)OC(C)(CCSC)CNC(=O)OC(C)(CCSC)CNC(=O)OC(C)(CCSC)CNC(=O)OC(C)(CCSC)CNC(=O)OC(C)(CCSC)CNC(=O)OC(C)(CCSC)CNC(=O)OC(C)(CCSC)CNC(=O)OC(C)(CCSC)CNC(=O)OC(C)(CCSC)CNC(=O)OC(C)(CCSC)CNC(=O)OC(C)(CCSC)CNC(=O)OC(C)(CCSC)CNC(=O)OC(C)(CCSC)CNC(=O)OC(C)(CCSC)CNC(=O)OC(C)(CCSC)CNC(=O)OC(C)(CCSC)CNC(=O)OC(C)(CCSC)CNC(=O)OC(C)(CCSC)CNC(=O)OC(C)(CCSC)CNC(=O)OC(C)(CCSC)CNC(=O)OC(C)(CCSC)CNC(=O)OC(C)(CCSC)CNC(=O)OC(C)(CCSC)CNC(=O)OC(C)(CCSC)CNC(=O)OC(C)(CCSC)CNC(C)=O,0.06246762,1.307569951
1933,1968,0.1.4,htp-md-stage,trajectories/0623/poly_9_nion_50_conc_1.5_dummy_1200/9-0-1119519454-0,1.69E-05,1.27E-08,1.26E-08,1.13E-08,CNC(=S)NC(C)(CO[Cu])COC(=O)[Au],CNC(=S)NC(C)(COC)COC(=O)OCC(C)(COC(=O)OCC(C)(COC(=O)OCC(C)(COC(=O)OCC(C)(COC(=O)OCC(C)(COC(=O)OCC(C)(COC(=O)OCC(C)(COC(=O)OCC(C)(COC(=O)OCC(C)(COC(=O)OCC(C)(COC(=O)OCC(C)(COC(=O)OCC(C)(COC(=O)OCC(C)(COC(=O)OCC(C)(COC(=O)OCC(C)(COC(=O)OCC(C)(COC(=O)OCC(C)(COC(=O)OCC(C)(COC(=O)OCC(C)(COC(=O)OCC(C)(COC(=O)OCC(C)(COC(=O)OCC(C)(COC(=O)OCC(C)(COC(=O)OCC(C)(COC(=O)OCC(C)(COC(C)=O)NC(=S)NC)NC(=S)NC)NC(=S)NC)NC(=S)NC)NC(=S)NC)NC(=S)NC)NC(=S)NC)NC(=S)NC)NC(=S)NC)NC(=S)NC)NC(=S)NC)NC(=S)NC)NC(=S)NC)NC(=S)NC)NC(=S)NC)NC(=S)NC)NC(=S)NC)NC(=S)NC)NC(=S)NC)NC(=S)NC)NC(=S)NC)NC(=S)NC)NC(=S)NC)NC(=S)NC)NC(=S)NC,-0.127658836,1.337510003
7152,7187,0.1.4,htp-md-stage,trajectories/0623/poly_9_nion_50_conc_1.5_dummy_1200/9-0-413695306-0,1.68E-05,1.56E-08,1.49E-08,5.83E-09,CCC(C)CN(C)C(=O)C(CO[Cu])NC(=O)[Au],CCC(C)CN(C)C(=O)C(COC(=O)NC(COC(=O)NC(COC(=O)NC(COC(=O)NC(COC(=O)NC(COC(=O)NC(COC(=O)NC(COC(=O)NC(COC(=O)NC(COC(=O)NC(COC(=O)NC(COC(=O)NC(COC(=O)NC(COC(=O)NC(COC(=O)NC(COC(=O)NC(COC(=O)NC(COC(=O)NC(COC(=O)NC(COC(=O)NC(COC(=O)NC(COC(=O)NC(COC(=O)NC(COC(=O)NC(COC(=O)NC(COC(=O)NC(COC(=O)NC(COC(=O)NC(COC(=O)NC(COC(=O)NC(COC)C(=O)N(C)CC(C)CC)C(=O)N(C)CC(C)CC)C(=O)N(C)CC(C)CC)C(=O)N(C)CC(C)CC)C(=O)N(C)CC(C)CC)C(=O)N(C)CC(C)CC)C(=O)N(C)CC(C)CC)C(=O)N(C)CC(C)CC)C(=O)N(C)CC(C)CC)C(=O)N(C)CC(C)CC)C(=O)N(C)CC(C)CC)C(=O)N(C)CC(C)CC)C(=O)N(C)CC(C)CC)C(=O)N(C)CC(C)CC)C(=O)N(C)CC(C)CC)C(=O)N(C)CC(C)CC)C(=O)N(C)CC(C)CC)C(=O)N(C)CC(C)CC)C(=O)N(C)CC(C)CC)C(=O)N(C)CC(C)CC)C(=O)N(C)CC(C)CC)C(=O)N(C)CC(C)CC)C(=O)N(C)CC(C)CC)C(=O)N(C)CC(C)CC)C(=O)N(C)CC(C)CC)C(=O)N(C)CC(C)CC)C(=O)N(C)CC(C)CC)C(=O)N(C)CC(C)CC)C(=O)N(C)CC(C)CC)C(=O)N(C)CC(C)CC)NC(C)=O,-0.084874588,1.498736939
7427,7462,0.1.4,htp-md-stage,trajectories/0623/poly_9_nion_50_conc_1.5_dummy_1200/9-0-485132292-0,1.67E-05,8.63E-09,1.28E-08,8.10E-09,C=CC(C)(CNC(C)(C)COC(=O)[Au])O[Cu],C=CC(C)(CNC(C)(C)COC(=O)OC(C)(C=C)CNC(C)(C)COC(=O)OC(C)(C=C)CNC(C)(C)COC(=O)OC(C)(C=C)CNC(C)(C)COC(=O)OC(C)(C=C)CNC(C)(C)COC(=O)OC(C)(C=C)CNC(C)(C)COC(=O)OC(C)(C=C)CNC(C)(C)COC(=O)OC(C)(C=C)CNC(C)(C)COC(=O)OC(C)(C=C)CNC(C)(C)COC(=O)OC(C)(C=C)CNC(C)(C)COC(=O)OC(C)(C=C)CNC(C)(C)COC(=O)OC(C)(C=C)CNC(C)(C)COC(=O)OC(C)(C=C)CNC(C)(C)COC(=O)OC(C)(C=C)CNC(C)(C)COC(=O)OC(C)(C=C)CNC(C)(C)COC(=O)OC(C)(C=C)CNC(C)(C)COC(=O)OC(C)(C=C)CNC(C)(C)COC(=O)OC(C)(C=C)CNC(C)(C)COC(=O)OC(C)(C=C)CNC(C)(C)COC(C)=O)OC,-0.258861187,1.45592705
5073,5108,0.1.4,htp-md-stage,trajectories/0623/poly_9_nion_50_conc_1.5_dummy_1200/9-0-246294540-0,1.66E-05,1.53E-08,2.62E-08,1.90E-08,CCCC(C)(O[Cu])C(=O)OCC(C)OC(=O)[Au],CCCC(C)(OC)C(=O)OCC(C)OC(=O)OC(C)(CCC)C(=O)OCC(C)OC(=O)OC(C)(CCC)C(=O)OCC(C)OC(=O)OC(C)(CCC)C(=O)OCC(C)OC(=O)OC(C)(CCC)C(=O)OCC(C)OC(=O)OC(C)(CCC)C(=O)OCC(C)OC(=O)OC(C)(CCC)C(=O)OCC(C)OC(=O)OC(C)(CCC)C(=O)OCC(C)OC(=O)OC(C)(CCC)C(=O)OCC(C)OC(=O)OC(C)(CCC)C(=O)OCC(C)OC(=O)OC(C)(CCC)C(=O)OCC(C)OC(=O)OC(C)(CCC)C(=O)OCC(C)OC(=O)OC(C)(CCC)C(=O)OCC(C)OC(=O)OC(C)(CCC)C(=O)OCC(C)OC(=O)OC(C)(CCC)C(=O)OCC(C)OC(=O)OC(C)(CCC)C(=O)OCC(C)OC(=O)OC(C)(CCC)C(=O)OCC(C)OC(=O)OC(C)(CCC)C(=O)OCC(C)OC(=O)OC(C)(CCC)C(=O)OCC(C)OC(C)=O,0.216001259,1.342408985
1562,1597,0.1.4,htp-md-stage,trajectories/0623/poly_9_nion_50_conc_1.5_after_900/9-0-33217896-0,1.66E-05,1.70E-08,1.87E-08,1.13E-08,CC#CCOC(=O)C(C)(CO[Cu])COC(=O)[Au],CC#CCOC(=O)C(C)(COC)COC(=O)OCC(C)(COC(=O)OCC(C)(COC(=O)OCC(C)(COC(=O)OCC(C)(COC(=O)OCC(C)(COC(=O)OCC(C)(COC(=O)OCC(C)(COC(=O)OCC(C)(COC(=O)OCC(C)(COC(=O)OCC(C)(COC(=O)OCC(C)(COC(=O)OCC(C)(COC(=O)OCC(C)(COC(=O)OCC(C)(COC(=O)OCC(C)(COC(=O)OCC(C)(COC(=O)OCC(C)(COC(=O)OCC(C)(COC(=O)OCC(C)(COC(=O)OCC(C)(COC(=O)OCC(C)(COC(=O)OCC(C)(COC(=O)OCC(C)(COC(=O)OCC(C)(COC(=O)OCC(C)(COC(C)=O)C(=O)OCC#CC)C(=O)OCC#CC)C(=O)OCC#CC)C(=O)OCC#CC)C(=O)OCC#CC)C(=O)OCC#CC)C(=O)OCC#CC)C(=O)OCC#CC)C(=O)OCC#CC)C(=O)OCC#CC)C(=O)OCC#CC)C(=O)OCC#CC)C(=O)OCC#CC)C(=O)OCC#CC)C(=O)OCC#CC)C(=O)OCC#CC)C(=O)OCC#CC)C(=O)OCC#CC)C(=O)OCC#CC)C(=O)OCC#CC)C(=O)OCC#CC)C(=O)OCC#CC)C(=O)OCC#CC)C(=O)OCC#CC)C(=O)OCC#CC,-0.023670591,1.287628629
8250,8285,0.1.4,htp-md-stage,trajectories/0623/poly_9_nion_50_conc_1.5_rerun_failed/9-0-538225238-0,1.66E-05,5.14E-09,1.42E-08,8.17E-09,CCC(CO[Cu])(COC(=O)[Au])C(=O)O,CCC(COC)(COC(=O)OCC(CC)(COC(=O)OCC(CC)(COC(=O)OCC(CC)(COC(=O)OCC(CC)(COC(=O)OCC(CC)(COC(=O)OCC(CC)(COC(=O)OCC(CC)(COC(=O)OCC(CC)(COC(=O)OCC(CC)(COC(=O)OCC(CC)(COC(=O)OCC(CC)(COC(=O)OCC(CC)(COC(=O)OCC(CC)(COC(=O)OCC(CC)(COC(=O)OCC(CC)(COC(=O)OCC(CC)(COC(=O)OCC(CC)(COC(=O)OCC(CC)(COC(=O)OCC(CC)(COC(=O)OCC(CC)(COC(=O)OCC(CC)(COC(=O)OCC(CC)(COC(=O)OCC(CC)(COC(=O)OCC(CC)(COC(=O)OCC(CC)(COC(C)=O)C(=O)O)C(=O)O)C(=O)O)C(=O)O)C(=O)O)C(=O)O)C(=O)O)C(=O)O)C(=O)O)C(=O)O)C(=O)O)C(=O)O)C(=O)O)C(=O)O)C(=O)O)C(=O)O)C(=O)O)C(=O)O)C(=O)O)C(=O)O)C(=O)O)C(=O)O)C(=O)O)C(=O)O)C(=O)O)C(=O)O,-0.674748136,1.371208827
7562,7597,0.1.4,htp-md-stage,trajectories/0623/poly_9_nion_50_conc_1.5_dummy_1200/9-0-485148520-0,1.65E-05,1.50E-08,2.71E-08,1.26E-08,CCCCCCC(C)(OC(=O)[Au])C(C)O[Cu],CCCCCCC(C)(OC(C)=O)C(C)OC(=O)OC(C)(CCCCCC)C(C)OC(=O)OC(C)(CCCCCC)C(C)OC(=O)OC(C)(CCCCCC)C(C)OC(=O)OC(C)(CCCCCC)C(C)OC(=O)OC(C)(CCCCCC)C(C)OC(=O)OC(C)(CCCCCC)C(C)OC(=O)OC(C)(CCCCCC)C(C)OC(=O)OC(C)(CCCCCC)C(C)OC(=O)OC(C)(CCCCCC)C(C)OC(=O)OC(C)(CCCCCC)C(C)OC(=O)OC(C)(CCCCCC)C(C)OC(=O)OC(C)(CCCCCC)C(C)OC(=O)OC(C)(CCCCCC)C(C)OC(=O)OC(C)(CCCCCC)C(C)OC(=O)OC(C)(CCCCCC)C(C)OC(=O)OC(C)(CCCCCC)C(C)OC(=O)OC(C)(CCCCCC)C(C)OC(=O)OC(C)(CCCCCC)C(C)OC(=O)OC(C)(CCCCCC)C(C)OC(=O)OC(C)(CCCCCC)C(C)OC(=O)OC(C)(CCCCCC)C(C)OC(=O)OC(C)(CCCCCC)C(C)OC(=O)OC(C)(CCCCCC)C(C)OC(=O)OC(C)(CCCCCC)C(C)OC(=O)OC(C)(CCCCCC)C(C)OC(=O)OC(C)(CCCCCC)C(C)OC(=O)OC(C)(CCCCCC)C(C)OC(=O)OC(C)(CCCCCC)C(C)OC(=O)OC(C)(CCCCCC)C(C)OC(=O)OC(C)(CCCCCC)C(C)OC,-0.696605381,1.335750936
4572,4607,0.1.4,htp-md-stage,trajectories/0623/poly_9_nion_50_conc_1.5_dummy_1200/9-0-1132300081-0,1.65E-05,7.62E-09,1.17E-08,8.61E-09,CC(CO[Cu])CC(C)(C)NC(=O)[Au],COCC(C)CC(C)(C)NC(=O)OCC(C)CC(C)(C)NC(=O)OCC(C)CC(C)(C)NC(=O)OCC(C)CC(C)(C)NC(=O)OCC(C)CC(C)(C)NC(=O)OCC(C)CC(C)(C)NC(=O)OCC(C)CC(C)(C)NC(=O)OCC(C)CC(C)(C)NC(=O)OCC(C)CC(C)(C)NC(=O)OCC(C)CC(C)(C)NC(=O)OCC(C)CC(C)(C)NC(=O)OCC(C)CC(C)(C)NC(=O)OCC(C)CC(C)(C)NC(=O)OCC(C)CC(C)(C)NC(=O)OCC(C)CC(C)(C)NC(=O)OCC(C)CC(C)(C)NC(=O)OCC(C)CC(C)(C)NC(=O)OCC(C)CC(C)(C)NC(=O)OCC(C)CC(C)(C)NC(=O)OCC(C)CC(C)(C)NC(=O)OCC(C)CC(C)(C)NC(=O)OCC(C)CC(C)(C)NC(C)=O,0.286048424,1.433175608
311,339,0.1.4,htp-md-stage,trajectories/0623/poly_9_nion_50_conc_1.5/9-0-1132289432-0,1.65E-05,8.48E-09,1.83E-08,7.16E-09,CC(C)C(NC(=O)[Au])C(O[Cu])C(F)(F)F,COC(C(NC(=O)OC(C(NC(=O)OC(C(NC(=O)OC(C(NC(=O)OC(C(NC(=O)OC(C(NC(=O)OC(C(NC(=O)OC(C(NC(=O)OC(C(NC(=O)OC(C(NC(=O)OC(C(NC(=O)OC(C(NC(=O)OC(C(NC(=O)OC(C(NC(=O)OC(C(NC(=O)OC(C(NC(=O)OC(C(NC(=O)OC(C(NC(=O)OC(C(NC(=O)OC(C(NC(=O)OC(C(NC(=O)OC(C(NC(=O)OC(C(NC(=O)OC(C(NC(=O)OC(C(NC(=O)OC(C(NC(=O)OC(C(NC(=O)OC(C(NC(=O)OC(C(NC(=O)OC(C(NC(=O)OC(C(NC(C)=O)C(C)C)C(F)(F)F)C(C)C)C(F)(F)F)C(C)C)C(F)(F)F)C(C)C)C(F)(F)F)C(C)C)C(F)(F)F)C(C)C)C(F)(F)F)C(C)C)C(F)(F)F)C(C)C)C(F)(F)F)C(C)C)C(F)(F)F)C(C)C)C(F)(F)F)C(C)C)C(F)(F)F)C(C)C)C(F)(F)F)C(C)C)C(F)(F)F)C(C)C)C(F)(F)F)C(C)C)C(F)(F)F)C(C)C)C(F)(F)F)C(C)C)C(F)(F)F)C(C)C)C(F)(F)F)C(C)C)C(F)(F)F)C(C)C)C(F)(F)F)C(C)C)C(F)(F)F)C(C)C)C(F)(F)F)C(C)C)C(F)(F)F)C(C)C)C(F)(F)F)C(C)C)C(F)(F)F)C(C)C)C(F)(F)F)C(C)C)C(F)(F)F)C(C)C)C(F)(F)F)C(C)C)C(F)(F)F)C(C)C)C(F)(F)F)C(C)C)C(F)(F)F,-0.883596442,1.356790948
7917,7952,0.1.4,htp-md-stage,trajectories/0623/poly_9_nion_50_conc_1.5_dummy_1200/9-0-602366855-0,1.64E-05,1.37E-08,1.95E-08,1.54E-08,C=CCOCC(CC)(CO[Cu])COC(=O)[Au],C=CCOCC(CC)(COC)COC(=O)OCC(CC)(COCC=C)COC(=O)OCC(CC)(COCC=C)COC(=O)OCC(CC)(COCC=C)COC(=O)OCC(CC)(COCC=C)COC(=O)OCC(CC)(COCC=C)COC(=O)OCC(CC)(COCC=C)COC(=O)OCC(CC)(COCC=C)COC(=O)OCC(CC)(COCC=C)COC(=O)OCC(CC)(COCC=C)COC(=O)OCC(CC)(COCC=C)COC(=O)OCC(CC)(COCC=C)COC(=O)OCC(CC)(COCC=C)COC(=O)OCC(CC)(COCC=C)COC(=O)OCC(CC)(COCC=C)COC(=O)OCC(CC)(COCC=C)COC(=O)OCC(CC)(COCC=C)COC(=O)OCC(CC)(COCC=C)COC(=O)OCC(CC)(COCC=C)COC(=O)OCC(CC)(COCC=C)COC(=O)OCC(CC)(COCC=C)COC(=O)OCC(CC)(COCC=C)COC(=O)OCC(CC)(COCC=C)COC(=O)OCC(CC)(COCC=C)COC(=O)OCC(CC)(COCC=C)COC(=O)OCC(CC)(COCC=C)COC(C)=O,-0.004526671,1.364141915
5185,5220,0.1.4,htp-md-stage,trajectories/0623/poly_9_nion_50_conc_1.5_dummy_1200/9-0-1132278794-0,1.63E-05,1.77E-08,4.07E-08,1.61E-08,CC=CC(O[Cu])C(C=CC)OC(=O)[Au],CC=CC(OC)C(C=CC)OC(=O)OC(C=CC)C(C=CC)OC(=O)OC(C=CC)C(C=CC)OC(=O)OC(C=CC)C(C=CC)OC(=O)OC(C=CC)C(C=CC)OC(=O)OC(C=CC)C(C=CC)OC(=O)OC(C=CC)C(C=CC)OC(=O)OC(C=CC)C(C=CC)OC(=O)OC(C=CC)C(C=CC)OC(=O)OC(C=CC)C(C=CC)OC(=O)OC(C=CC)C(C=CC)OC(=O)OC(C=CC)C(C=CC)OC(=O)OC(C=CC)C(C=CC)OC(=O)OC(C=CC)C(C=CC)OC(=O)OC(C=CC)C(C=CC)OC(=O)OC(C=CC)C(C=CC)OC(=O)OC(C=CC)C(C=CC)OC(=O)OC(C=CC)C(C=CC)OC(=O)OC(C=CC)C(C=CC)OC(=O)OC(C=CC)C(C=CC)OC(=O)OC(C=CC)C(C=CC)OC(=O)OC(C=CC)C(C=CC)OC(=O)OC(C=CC)C(C=CC)OC(=O)OC(C=CC)C(C=CC)OC(=O)OC(C=CC)C(C=CC)OC(=O)OC(C=CC)C(C=CC)OC(=O)OC(C=CC)C(C=CC)OC(=O)OC(C=CC)C(C=CC)OC(=O)OC(C=CC)C(C=CC)OC(=O)OC(C=CC)C(C=CC)OC(=O)OC(C=CC)C(C=CC)OC(C)=O,-0.468268204,1.36209519
7785,7820,0.1.4,htp-md-stage,trajectories/0623/poly_9_nion_50_conc_1.5_dummy_1200/9-0-413678222-0,1.61E-05,6.25E-09,1.28E-08,6.20E-09,CCC(C)OC(=O)NCC(CO[Cu])OC(=O)[Au],CCC(C)OC(=O)NCC(COC(=O)OC(CNC(=O)OC(C)CC)COC(=O)OC(CNC(=O)OC(C)CC)COC(=O)OC(CNC(=O)OC(C)CC)COC(=O)OC(CNC(=O)OC(C)CC)COC(=O)OC(CNC(=O)OC(C)CC)COC(=O)OC(CNC(=O)OC(C)CC)COC(=O)OC(CNC(=O)OC(C)CC)COC(=O)OC(CNC(=O)OC(C)CC)COC(=O)OC(CNC(=O)OC(C)CC)COC(=O)OC(CNC(=O)OC(C)CC)COC(=O)OC(CNC(=O)OC(C)CC)COC(=O)OC(CNC(=O)OC(C)CC)COC(=O)OC(CNC(=O)OC(C)CC)COC(=O)OC(CNC(=O)OC(C)CC)COC(=O)OC(CNC(=O)OC(C)CC)COC(=O)OC(CNC(=O)OC(C)CC)COC(=O)OC(CNC(=O)OC(C)CC)COC(=O)OC(CNC(=O)OC(C)CC)COC(=O)OC(CNC(=O)OC(C)CC)COC(=O)OC(CNC(=O)OC(C)CC)COC(=O)OC(CNC(=O)OC(C)CC)COC(=O)OC(CNC(=O)OC(C)CC)COC(=O)OC(CNC(=O)OC(C)CC)COC(=O)OC(CNC(=O)OC(C)CC)COC(=O)OC(CNC(=O)OC(C)CC)COC(=O)OC(CNC(=O)OC(C)CC)COC(=O)OC(CNC(=O)OC(C)CC)COC(=O)OC(CNC(=O)OC(C)CC)COC(=O)OC(CNC(=O)OC(C)CC)COC(=O)OC(CNC(=O)OC(C)CC)COC)OC(C)=O,-0.124800407,1.478432406
